Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
20/5/2026,8:25:52,CNR1197948,Success,CUST44272,Auto,Devanahalli,JP Nagar,4.2,10.8,No,,No,,No,,887.87,16.3,4,4.7
5/5/2026,20:31:37,CNR8114120,Cancelled by Driver,CUST45502,eBike,Whitefield,Ulsoor,,,No,,Yes,More than permitted people in there,No,,,,,
22/5/2026,17:02:13,CNR4941380,Pending,CUST49974,Auto,Koramangala,Frazer Town,,,No,,No,,No,,,,,
12/5/2026,14:04:56,CNR2691801,Success,CUST19523,Prime Sedan,KR Puram,Bommanahalli,3.4,14,No,,No,,No,,144.84,8.8,4.3,4.2
30/5/2026,16:48:40,CNR9071524,Success,CUST17111,Auto,Hoodi,Sarjapur Road,2.5,59,No,,No,,No,,571.02,24.6,4.5,3.7
3/5/2026,20:00:59,CNR8923598,Success,CUST76552,Prime Sedan,Hennur,Indiranagar,8.2,13.6,No,,No,,No,,1097.88,22.1,4.2,4.6
10/5/2026,19:32:11,CNR5202813,Success,CUST55402,Mini,Koramangala,Wilson Garden,9.9,39.8,No,,No,,No,,442.81,25.8,4.5,4.1
3/5/2026,22:53:45,CNR5859649,Success,CUST40285,Prime Plus,Indiranagar,Rajajinagar,11.5,49,No,,No,,No,,577.79,2.6,4,4
30/5/2026,15:12:02,CNR3534180,Success,CUST26827,Prime Plus,Brookefield,Yeshwanthpur,4.4,20,No,,No,,No,,125.97,23.8,4.6,3.6
28/5/2026,20:15:41,CNR6830223,Success,CUST45563,Auto,JP Nagar,Vijayanagar,6.8,35.6,No,,No,,No,,88.99,11.5,4.6,3.6
9/5/2026,13:28:05,CNR4910639,Success,CUST35997,Prime SUV,Kadugodi,Frazer Town,3.5,18.5,No,,No,,No,,180.37,17.1,4.5,4
21/5/2026,19:58:16,CNR9157692,Cancelled by Customer,CUST31014,eBike,Shivajinagar,Brookefield,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
25/5/2026,8:08:50,CNR2866767,Success,CUST88093,Mini,Yeshwanthpur,Begur,7.6,14.5,No,,No,,No,,995.4,7.1,5,4.7
17/5/2026,8:52:20,CNR9057618,Success,CUST40431,Prime SUV,Basavanagudi,Marathahalli,4.9,14.5,No,,No,,No,,999.16,3.3,4.4,3.5
17/5/2026,10:20:42,CNR5825725,Incomplete,CUST84333,Mini,Electronic City,Wilson Garden,,,No,,No,,Yes,Vehicle Breakdown,,,,
8/5/2026,17:27:03,CNR8510671,Success,CUST66965,Mini,Richmond Town,Bommanahalli,10.6,17.7,No,,No,,No,,982.66,5.5,4.6,3.6
3/5/2026,16:05:09,CNR5570715,Success,CUST37430,Prime Sedan,Begur,Devanahalli,3.3,52.3,No,,No,,No,,208.55,11.7,4.3,4.6
29/5/2026,10:25:41,CNR4701200,Success,CUST44403,Bike,Domlur,MG Road,5.8,54.8,No,,No,,No,,537.81,10,3.7,4.5
29/5/2026,23:37:29,CNR6719851,Cancelled by Customer,CUST24051,eBike,Kengeri,Bommanahalli,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
20/5/2026,20:01:20,CNR9547254,Cancelled by Driver,CUST40409,Prime Plus,RT Nagar,Chickpet,,,No,,Yes,More than permitted people in there,No,,,,,
10/5/2026,14:40:15,CNR7796060,Pending,CUST16911,Mini,Sarjapur Road,Devanahalli,,,No,,No,,No,,,,,
10/5/2026,15:57:03,CNR2181695,Success,CUST67544,Prime SUV,Sahakar Nagar,Anekal,7.7,49.6,No,,No,,No,,588.9,20,4.9,4.1
23/5/2026,9:40:09,CNR2518412,Success,CUST15362,Bike,Kengeri,Kalyan Nagar,3.2,36.2,No,,No,,No,,140.89,10.8,4.2,3.8
29/5/2026,9:11:31,CNR5084820,Success,CUST40588,Prime Plus,Hoodi,Kengeri,2.2,13.7,No,,No,,No,,142.85,5.4,4.8,4.7
28/5/2026,18:39:46,CNR7297154,Incomplete,CUST83508,Prime Plus,Frazer Town,Kengeri,,,No,,No,,Yes,Customer Demand,,,,
24/5/2026,11:04:27,CNR2295342,Success,CUST17290,Prime SUV,Vijayanagar,KR Puram,2.6,13.8,No,,No,,No,,798.54,24.6,4.5,4.5
20/5/2026,17:05:20,CNR2574630,Success,CUST38405,Bike,Yelahanka,Airport Road,2.6,40.2,No,,No,,No,,713.64,17.7,4.3,4.4
3/5/2026,16:10:10,CNR7966942,Success,CUST30138,Bike,Airport Road,Hebbal,6,18.3,No,,No,,No,,419.95,9.9,4.7,4.4
5/5/2026,11:24:48,CNR6692909,Success,CUST76969,Bike,Sarjapur Road,MG Road,7,28,No,,No,,No,,268.92,2.5,3.9,4.6
29/5/2026,19:46:56,CNR7485518,Cancelled by Driver,CUST16216,Prime Sedan,Yelahanka,Whitefield,,,No,,Yes,The customer was coughing/sick,No,,,,,
19/5/2026,10:34:34,CNR3375602,Success,CUST51524,Prime Plus,Vijayanagar,Wilson Garden,2.2,53.8,No,,No,,No,,289.46,20.8,3.6,4.5
1/5/2026,15:29:43,CNR2280361,Success,CUST35265,Prime SUV,Bommanahalli,Anekal,11.1,29.8,No,,No,,No,,875.47,32.4,4.2,4.1
3/5/2026,12:23:05,CNR6948806,Incomplete,CUST75921,Mini,Brookefield,MG Road,,,No,,No,,Yes,Customer Demand,,,,
21/5/2026,5:39:19,CNR9634467,Cancelled by Customer,CUST71024,Auto,Anekal,Hoodi,,,Yes,Driver asked to cancel,No,,No,,,,,
1/5/2026,16:38:39,CNR2355448,Success,CUST93216,Mini,Hoodi,Koramangala,10,47.2,No,,No,,No,,371.12,21,4.3,4.8
5/5/2026,10:57:49,CNR9335838,Success,CUST61414,Mini,Jayanagar,Vijayanagar,3,10.2,No,,No,,No,,105.1,26.4,4.8,4.2
17/5/2026,13:16:22,CNR9705789,Cancelled by Customer,CUST11057,eBike,Kalyan Nagar,RT Nagar,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
23/5/2026,17:58:33,CNR8400509,Cancelled by Driver,CUST16896,Auto,Marathahalli,Sarjapur Road,,,No,,Yes,More than permitted people in there,No,,,,,
21/5/2026,16:20:04,CNR3471428,Success,CUST34205,Auto,HSR Layout,RT Nagar,4.4,42.2,No,,No,,No,,201.41,30.2,3.6,4.4
8/5/2026,18:12:23,CNR8475912,Success,CUST61625,Bike,Jayanagar,Frazer Town,11.7,40.6,No,,No,,No,,589.23,16.5,4.6,4
23/5/2026,19:25:19,CNR8479196,Success,CUST33913,Prime SUV,Lalbagh,Kengeri,9.5,26.7,No,,No,,No,,795.86,27.5,4.1,4.9
8/5/2026,22:37:35,CNR6974723,Cancelled by Driver,CUST60056,Bike,Richmond Town,Banashankari,,,No,,Yes,Personal & Car related issues,No,,,,,
10/5/2026,7:45:10,CNR3178877,Cancelled by Driver,CUST77113,Bike,Anekal,Domlur,,,No,,Yes,Customer related issue,No,,,,,
24/5/2026,15:49:20,CNR5217515,Pending,CUST23379,Prime Sedan,JP Nagar,Whitefield,,,No,,No,,No,,,,,
21/5/2026,15:06:40,CNR5201893,Cancelled by Customer,CUST33417,Mini,Shivajinagar,Sarjapur Road,,,Yes,Change of plans,No,,No,,,,,
26/5/2026,19:12:57,CNR3498049,Pending,CUST52734,Prime SUV,Jayanagar,Basavanagudi,,,No,,No,,No,,,,,
21/5/2026,18:15:05,CNR1735753,Cancelled by Driver,CUST44461,eBike,Sarjapur Road,Indiranagar,,,No,,Yes,Personal & Car related issues,No,,,,,
17/5/2026,10:18:20,CNR4717118,Cancelled by Driver,CUST21721,Auto,Airport Road,Whitefield,,,No,,Yes,Customer related issue,No,,,,,
3/5/2026,14:20:39,CNR1757998,Success,CUST48662,Mini,Basavanagudi,MG Road,5.8,27.7,No,,No,,No,,210.1,26,4.2,4
11/5/2026,5:44:50,CNR9062734,Success,CUST67177,Bike,Marathahalli,Cunningham Road,11.3,53.1,No,,No,,No,,442.3,11.7,4.3,3.7
9/5/2026,13:06:14,CNR6786391,Success,CUST83984,Prime Sedan,HSR Layout,Chickpet,5.1,32.9,No,,No,,No,,485.41,29.9,4.4,4.1
8/5/2026,22:32:17,CNR7922415,Success,CUST86064,eBike,Jayanagar,Majestic,2,28.2,No,,No,,No,,171.14,28.7,4.8,4.4
31/5/2026,15:09:32,CNR6054425,Success,CUST72001,Prime SUV,Marathahalli,Malleshwaram,6,17.9,No,,No,,No,,279.06,20.8,4.5,4.4
12/5/2026,15:28:07,CNR3546710,Success,CUST74112,Prime Plus,Ulsoor,Marathahalli,3.3,25.1,No,,No,,No,,611.23,17.2,4.7,4
28/5/2026,17:38:52,CNR9164553,Success,CUST80552,Prime SUV,Hebbal,Frazer Town,11.4,45.7,No,,No,,No,,322.25,3.8,4.5,4
20/5/2026,13:14:13,CNR1928892,Cancelled by Customer,CUST65499,Prime Sedan,KR Puram,Lalbagh,,,Yes,Wrong Address,No,,No,,,,,
24/5/2026,12:59:51,CNR8556852,Success,CUST62042,Auto,JP Nagar,Basavanagudi,9,55.7,No,,No,,No,,380.86,27.6,3.5,4.9
16/5/2026,13:21:08,CNR3329899,Success,CUST10596,eBike,Yelahanka,Rajajinagar,11.4,43.2,No,,No,,No,,507.89,25.2,4.9,4.4
17/5/2026,11:58:53,CNR8443079,Success,CUST91318,Mini,Jayanagar,Lalbagh,9.4,47.3,No,,No,,No,,124.05,27.4,4.7,4.1
16/5/2026,8:31:29,CNR1462760,Success,CUST14445,Auto,Banashankari,Kadugodi,6.7,25.3,No,,No,,No,,545.03,8,4.2,5
6/5/2026,18:02:35,CNR6777594,Success,CUST54865,eBike,HSR Layout,Shivajinagar,3.3,30.8,No,,No,,No,,365.66,17.1,4,4.1
23/5/2026,7:11:41,CNR5544272,Success,CUST81572,Bike,Varthur,Sahakar Nagar,2.9,47.9,No,,No,,No,,561.59,32.5,4.8,3.5
9/5/2026,6:35:15,CNR4719001,Pending,CUST25096,Auto,Brookefield,Bommanahalli,,,No,,No,,No,,,,,
2/5/2026,13:36:27,CNR5125296,Success,CUST57511,Prime Sedan,Whitefield,Vijayanagar,10.5,32.5,No,,No,,No,,186.67,29.6,3.6,4.6
20/5/2026,19:08:43,CNR6437613,Success,CUST94207,Mini,Frazer Town,Indiranagar,3.2,36,No,,No,,No,,409.91,3.3,4,3.8
5/5/2026,9:47:56,CNR7480901,Success,CUST13154,eBike,Kengeri,Nagawara,9.9,58.7,No,,No,,No,,132.75,9.1,4.4,4.5
30/5/2026,13:19:57,CNR4494022,Success,CUST27961,Bike,Koramangala,HSR Layout,2.8,56.4,No,,No,,No,,580.67,32.7,4.3,4.4
30/5/2026,17:32:35,CNR6651298,Cancelled by Driver,CUST11341,Prime SUV,Brookefield,HSR Layout,,,No,,Yes,The customer was coughing/sick,No,,,,,
29/5/2026,20:31:43,CNR3996054,Success,CUST75407,Prime Sedan,Koramangala,Airport Road,2.9,12.6,No,,No,,No,,123.76,24.1,4.1,3.8
11/5/2026,20:49:27,CNR5152286,Success,CUST97315,Mini,Malleshwaram,Yelahanka,5.3,38.9,No,,No,,No,,419.4,1.8,5,4.5
1/5/2026,8:38:34,CNR3960201,Success,CUST31188,Prime Sedan,Koramangala,Basavanagudi,5.6,17.8,No,,No,,No,,284.21,12.8,4.8,3.8
30/5/2026,13:15:32,CNR7561846,Pending,CUST51919,Prime SUV,Hebbal,Marathahalli,,,No,,No,,No,,,,,
14/5/2026,16:08:12,CNR6303639,Success,CUST83333,Prime Sedan,Anekal,Varthur,11.8,20.7,No,,No,,No,,136.1,29.4,4.7,3.8
31/5/2026,17:16:09,CNR2023405,Incomplete,CUST84932,Prime Sedan,Marathahalli,Hoodi,,,No,,No,,Yes,Vehicle Breakdown,,,,
31/5/2026,9:18:17,CNR8236383,Success,CUST30512,Prime SUV,Whitefield,MG Road,6.7,49.2,No,,No,,No,,1000.38,22.7,4.2,5
27/5/2026,18:54:52,CNR4143463,Success,CUST50333,Prime Sedan,Begur,Majestic,5.7,24.3,No,,No,,No,,449.85,25.1,3.6,4.3
10/5/2026,19:40:56,CNR8857022,Cancelled by Customer,CUST34475,Mini,Hebbal,Marathahalli,,,Yes,Driver asked to cancel,No,,No,,,,,
12/5/2026,17:57:42,CNR3726243,Incomplete,CUST21530,Auto,Yeshwanthpur,Bommanahalli,,,No,,No,,Yes,Customer Demand,,,,
27/5/2026,14:32:55,CNR3679185,Success,CUST97045,Bike,Sarjapur Road,Kadugodi,4.3,40,No,,No,,No,,93.21,33.9,4.1,4.4
10/5/2026,11:02:29,CNR5613286,Success,CUST38101,Bike,Kengeri,Chickpet,9.2,36.1,No,,No,,No,,611.17,13.1,3.6,4.7
5/5/2026,18:29:53,CNR3887342,Success,CUST89707,Auto,Sarjapur Road,Rajajinagar,10.3,24.2,No,,No,,No,,326.1,18,4.8,3.5
17/5/2026,15:05:42,CNR8211265,Success,CUST53809,Auto,Domlur,Vijayanagar,4,53.5,No,,No,,No,,615.44,33.6,3.8,4.7
30/5/2026,1:27:40,CNR8640307,Success,CUST41055,eBike,Hebbal,Shivajinagar,11.2,39.4,No,,No,,No,,451.64,26.4,4.5,4.1
23/5/2026,20:24:04,CNR1813369,Success,CUST69579,Prime Plus,Bannerghatta Road,Cunningham Road,11.3,38.5,No,,No,,No,,1186.87,27.4,4.8,4.6
17/5/2026,6:42:46,CNR9132108,Success,CUST64765,eBike,Kengeri,Chickpet,5.6,27.2,No,,No,,No,,1112.14,18.7,3.6,3.6
3/5/2026,20:47:38,CNR9200964,Success,CUST40807,Prime Plus,MG Road,RT Nagar,4.1,49.7,No,,No,,No,,555.68,19.9,3.9,4
19/5/2026,10:01:23,CNR8994949,Success,CUST14663,Prime Sedan,Indiranagar,Yelahanka,8.4,46.2,No,,No,,No,,214.62,17.5,4.6,4.8
31/5/2026,14:44:05,CNR2595604,Success,CUST88425,Prime Plus,Kengeri,Koramangala,4.5,43.3,No,,No,,No,,863.91,22.9,4.5,4.8
4/5/2026,7:46:49,CNR7205155,Success,CUST76984,Prime SUV,Chickpet,Bellandur,10.3,33.9,No,,No,,No,,225.67,27.4,4.1,4.3
17/5/2026,14:25:45,CNR9748103,Cancelled by Driver,CUST32104,Prime Sedan,Airport Road,HSR Layout,,,No,,Yes,More than permitted people in there,No,,,,,
28/5/2026,9:49:03,CNR3486653,Cancelled by Driver,CUST46657,eBike,KR Puram,Chickpet,,,No,,Yes,The customer was coughing/sick,No,,,,,
24/5/2026,20:41:53,CNR3474658,Incomplete,CUST59193,Mini,Frazer Town,Bannerghatta Road,,,No,,No,,Yes,Other Issue,,,,
23/5/2026,21:43:58,CNR4963850,Pending,CUST47416,Prime Sedan,Hebbal,Banashankari,,,No,,No,,No,,,,,
23/5/2026,9:48:08,CNR3708745,Success,CUST82195,Prime Plus,Bannerghatta Road,Malleshwaram,5.9,50.2,No,,No,,No,,1325.35,27.7,4.4,4
10/5/2026,14:52:04,CNR4295566,Cancelled by Driver,CUST11047,Prime Plus,Lalbagh,Majestic,,,No,,Yes,Customer related issue,No,,,,,
10/5/2026,18:11:08,CNR1512187,Success,CUST49459,Prime Sedan,Kadugodi,MG Road,3,45.2,No,,No,,No,,574.09,31.5,3.6,4.9
25/5/2026,14:00:41,CNR1416566,Success,CUST11579,Prime Sedan,KR Puram,Bellandur,6.6,40.1,No,,No,,No,,418.91,8.7,4,3.9
25/5/2026,20:19:18,CNR5602609,Pending,CUST61540,Prime SUV,Banashankari,Malleshwaram,,,No,,No,,No,,,,,
27/5/2026,13:31:46,CNR3236510,Success,CUST75570,Auto,Majestic,Yelahanka,8.3,52.8,No,,No,,No,,88.58,25.5,4.2,3.9
29/5/2026,12:30:11,CNR5631283,Success,CUST41761,Prime Plus,Frazer Town,Cunningham Road,6.6,53.3,No,,No,,No,,212.38,27.2,4.4,4.3
17/5/2026,15:28:10,CNR1354004,Success,CUST44814,Prime SUV,Hoodi,Begur,11.5,44.6,No,,No,,No,,931.6,4.8,4.7,3.8
16/5/2026,14:16:18,CNR5020601,Incomplete,CUST74093,Mini,Yelahanka,Yeshwanthpur,,,No,,No,,Yes,Other Issue,,,,
24/5/2026,19:52:09,CNR6645125,Success,CUST98949,Prime Sedan,Brookefield,Hennur,9.4,27.5,No,,No,,No,,113.2,21.2,4.5,4.4
21/5/2026,20:19:51,CNR5836035,Cancelled by Driver,CUST83253,Prime Plus,Madiwala,Majestic,,,No,,Yes,The customer was coughing/sick,No,,,,,
23/5/2026,17:36:24,CNR7115359,Incomplete,CUST58286,Bike,Kadugodi,Majestic,,,No,,No,,Yes,Vehicle Breakdown,,,,
24/5/2026,12:49:56,CNR5198868,Success,CUST23940,Prime Plus,Indiranagar,Koramangala,10.7,12.1,No,,No,,No,,157.64,1.8,4,4.2
28/5/2026,16:32:51,CNR8359743,Success,CUST22225,Auto,RT Nagar,Yelahanka,5.5,58.4,No,,No,,No,,900.36,19.6,3.6,4.2
10/5/2026,18:14:21,CNR2838097,Cancelled by Driver,CUST61677,Bike,Bellandur,Airport Road,,,No,,Yes,Personal & Car related issues,No,,,,,
11/5/2026,20:32:11,CNR5427575,Success,CUST46250,Prime SUV,Devanahalli,Vijayanagar,8.3,56.6,No,,No,,No,,314.01,23.7,4.6,4.5
3/5/2026,6:43:18,CNR6406031,Success,CUST62334,eBike,Vijayanagar,Lalbagh,4.4,44.4,No,,No,,No,,437.59,19.2,3.8,4.9
17/5/2026,10:42:21,CNR7743887,Success,CUST64348,Auto,Banashankari,Lalbagh,2.3,10.9,No,,No,,No,,416.55,32.8,3.8,4.8
2/5/2026,21:01:31,CNR8154779,Pending,CUST94814,Prime Plus,Richmond Town,Madiwala,,,No,,No,,No,,,,,
15/5/2026,22:20:05,CNR4988541,Pending,CUST17815,Bike,Nagawara,BTM Layout,,,No,,No,,No,,,,,
17/5/2026,4:54:48,CNR3361860,Success,CUST70338,eBike,Sarjapur Road,Ulsoor,2.5,52.9,No,,No,,No,,419.38,7.4,3.6,4
9/5/2026,14:45:33,CNR6592417,Cancelled by Driver,CUST73015,Prime SUV,Sahakar Nagar,Lalbagh,,,No,,Yes,The customer was coughing/sick,No,,,,,
18/5/2026,8:39:19,CNR2254040,Cancelled by Customer,CUST82975,Prime Sedan,Wilson Garden,Ulsoor,,,Yes,Driver asked to cancel,No,,No,,,,,
2/5/2026,21:27:20,CNR5652039,Cancelled by Driver,CUST86191,eBike,Domlur,Sarjapur Road,,,No,,Yes,More than permitted people in there,No,,,,,
2/5/2026,19:59:02,CNR7176506,Success,CUST71771,Prime SUV,KR Puram,Richmond Town,3.4,43.5,No,,No,,No,,262.24,15.2,4.9,4.8
25/5/2026,11:39:18,CNR2381430,Cancelled by Driver,CUST53327,Bike,Shivajinagar,Ulsoor,,,No,,Yes,The customer was coughing/sick,No,,,,,
10/5/2026,17:38:07,CNR6721155,Pending,CUST97305,Auto,Banashankari,Yelahanka,,,No,,No,,No,,,,,
3/5/2026,15:10:46,CNR6524222,Success,CUST18813,eBike,Hoodi,Devanahalli,6.4,24.8,No,,No,,No,,418.42,4.2,3.6,4.1
17/5/2026,8:23:42,CNR8358316,Success,CUST59280,Bike,Marathahalli,HSR Layout,8,53.2,No,,No,,No,,1197.46,32.6,3.9,4.6
24/5/2026,17:24:44,CNR6293610,Incomplete,CUST56085,Auto,Wilson Garden,Anekal,,,No,,No,,Yes,Other Issue,,,,
7/5/2026,8:07:19,CNR2032301,Success,CUST78710,Mini,RT Nagar,Hennur,3.9,15.5,No,,No,,No,,457.15,18.2,3.6,4
19/5/2026,19:36:07,CNR7227257,Success,CUST70968,Prime Sedan,Kadugodi,Airport Road,12,46.2,No,,No,,No,,403.36,31.7,4.2,4.5
3/5/2026,13:01:03,CNR6069819,Incomplete,CUST76118,eBike,RT Nagar,CV Raman Nagar,,,No,,No,,Yes,Customer Demand,,,,
2/5/2026,15:33:42,CNR1221734,Success,CUST30334,Mini,Majestic,Madiwala,4.6,38.7,No,,No,,No,,251.84,11.2,3.8,4.9
17/5/2026,13:32:09,CNR3699352,Success,CUST43418,Bike,Koramangala,Madiwala,8.1,38.6,No,,No,,No,,166.91,10.4,3.7,3.8
17/5/2026,20:50:38,CNR4984356,Pending,CUST50658,Prime Plus,Airport Road,Majestic,,,No,,No,,No,,,,,
20/5/2026,18:17:57,CNR8544170,Incomplete,CUST76061,Prime Sedan,Shivajinagar,Domlur,,,No,,No,,Yes,Customer Demand,,,,
23/5/2026,5:10:32,CNR2068445,Cancelled by Driver,CUST58577,Prime Sedan,HSR Layout,Kengeri,,,No,,Yes,More than permitted people in there,No,,,,,
31/5/2026,16:11:53,CNR6004447,Pending,CUST90503,Bike,Sarjapur Road,Devanahalli,,,No,,No,,No,,,,,
17/5/2026,14:31:08,CNR6295406,Success,CUST27778,Auto,Richmond Town,Bellandur,5.6,34.9,No,,No,,No,,676.83,6.6,4.1,3.8
10/5/2026,10:02:06,CNR7792261,Success,CUST17525,Prime Sedan,Rajajinagar,RT Nagar,2.4,40.7,No,,No,,No,,625.61,9.6,3.8,4.3
24/5/2026,18:54:14,CNR9293538,Success,CUST58522,Bike,Sahakar Nagar,Yeshwanthpur,7.6,53,No,,No,,No,,190.51,21.4,4.9,4.2
9/5/2026,19:48:47,CNR9048196,Cancelled by Customer,CUST33993,Bike,Bommanahalli,Ulsoor,,,Yes,Wrong Address,No,,No,,,,,
14/5/2026,6:40:33,CNR7081937,Success,CUST76683,Prime SUV,Kengeri,Cunningham Road,8.9,33.4,No,,No,,No,,212.11,7.3,4.7,4.5
3/5/2026,13:26:01,CNR7224224,Success,CUST12272,eBike,Domlur,Majestic,10.5,19.1,No,,No,,No,,391.24,10.8,4.3,3.7
2/5/2026,1:23:38,CNR8910656,Success,CUST57240,eBike,Hebbal,Devanahalli,11.1,32.1,No,,No,,No,,410.89,9.2,4.6,4.9
31/5/2026,7:39:10,CNR2385726,Incomplete,CUST79844,Bike,Airport Road,Kalyan Nagar,,,No,,No,,Yes,Other Issue,,,,
26/5/2026,8:42:06,CNR5261676,Success,CUST15350,Prime Sedan,Richmond Town,Anekal,5.6,22.2,No,,No,,No,,151.2,33.6,4.2,4.5
23/5/2026,12:53:16,CNR7939773,Pending,CUST56916,Prime Plus,CV Raman Nagar,Marathahalli,,,No,,No,,No,,,,,
13/5/2026,4:44:53,CNR9963953,Success,CUST86708,Prime Plus,Basavanagudi,Hoodi,9.7,57.3,No,,No,,No,,923.1,28.7,4.6,4.7
5/5/2026,6:03:23,CNR4309872,Cancelled by Driver,CUST16613,Mini,Vijayanagar,Kadugodi,,,No,,Yes,Customer related issue,No,,,,,
4/5/2026,5:43:52,CNR1024722,Success,CUST51712,Prime Sedan,Rajajinagar,Nagawara,2.8,39.6,No,,No,,No,,112.08,9.6,3.6,4.4
9/5/2026,7:01:09,CNR5672398,Cancelled by Driver,CUST46123,Prime Plus,Varthur,BTM Layout,,,No,,Yes,Personal & Car related issues,No,,,,,
17/5/2026,19:30:45,CNR4832534,Success,CUST75951,Prime Sedan,Hennur,Vijayanagar,11.9,32.1,No,,No,,No,,487.49,19.5,3.8,4.9
23/5/2026,9:09:46,CNR8560446,Success,CUST44356,Prime Plus,Varthur,Wilson Garden,4.7,55.6,No,,No,,No,,538.3,21.4,4.6,3.7
21/5/2026,19:26:35,CNR6175598,Success,CUST80996,Prime Sedan,Whitefield,Shivajinagar,9.8,57.9,No,,No,,No,,374.02,15.2,3.7,3.8
9/5/2026,10:01:04,CNR5020213,Success,CUST49637,Prime Plus,Banashankari,JP Nagar,11.5,10.1,No,,No,,No,,430.12,34.8,4.7,4.9
30/5/2026,13:20:46,CNR6316950,Incomplete,CUST13077,Prime Sedan,Ulsoor,Varthur,,,No,,No,,Yes,Other Issue,,,,
24/5/2026,8:01:23,CNR9385997,Success,CUST24524,Auto,Chickpet,RT Nagar,4.2,23.3,No,,No,,No,,575.37,8.9,4.3,3.7
17/5/2026,4:08:02,CNR9551172,Success,CUST94493,Auto,Yelahanka,Koramangala,5.8,10.3,No,,No,,No,,555.9,3.4,4,4
19/5/2026,11:07:41,CNR2722898,Success,CUST16716,Prime Sedan,Marathahalli,Malleshwaram,7.7,53,No,,No,,No,,146.43,17.5,3.6,4.6
13/5/2026,12:23:32,CNR9488653,Success,CUST63868,eBike,Whitefield,Ulsoor,11.2,25.5,No,,No,,No,,435.59,28.2,4.3,3.8
9/5/2026,18:38:41,CNR7586725,Success,CUST10032,Prime Plus,Yeshwanthpur,Malleshwaram,2.1,35.2,No,,No,,No,,318.78,8.1,4,4.5
10/5/2026,8:20:02,CNR3803789,Success,CUST99879,Auto,BTM Layout,Jayanagar,9.9,40.1,No,,No,,No,,339.61,13.3,4.3,4.7
24/5/2026,18:39:34,CNR9421949,Pending,CUST52620,Prime Sedan,Malleshwaram,Nagawara,,,No,,No,,No,,,,,
1/5/2026,17:05:31,CNR3343769,Success,CUST77676,Prime SUV,Wilson Garden,Rajajinagar,9.5,21.2,No,,No,,No,,526.93,30.7,4.5,4.2
3/5/2026,7:31:02,CNR3146043,Cancelled by Driver,CUST59382,Auto,Rajajinagar,Vijayanagar,,,No,,Yes,Customer related issue,No,,,,,
2/5/2026,13:49:28,CNR9248809,Success,CUST63187,Auto,Frazer Town,Whitefield,11.2,53.8,No,,No,,No,,383.7,4.4,4.6,4.7
2/5/2026,16:11:28,CNR2840666,Success,CUST79850,Prime SUV,Wilson Garden,Bellandur,10.8,37.8,No,,No,,No,,187.69,2.3,4.5,4.5
27/5/2026,14:49:00,CNR2956868,Success,CUST11452,Auto,Bommanahalli,Lalbagh,9.2,15.7,No,,No,,No,,926.66,33.2,3.5,3.8
23/5/2026,6:17:37,CNR6869476,Success,CUST29201,Prime Sedan,Frazer Town,Whitefield,10.7,47.5,No,,No,,No,,387.12,4.7,3.9,3.9
16/5/2026,15:55:00,CNR4544066,Success,CUST57768,eBike,BTM Layout,Lalbagh,7.3,15.6,No,,No,,No,,580.85,25.4,5,3.8
3/5/2026,21:46:35,CNR9551534,Success,CUST94321,Prime SUV,Hennur,Bellandur,9.3,54.1,No,,No,,No,,106.63,2.6,4.8,4.1
16/5/2026,17:17:47,CNR6305764,Success,CUST74584,Mini,MG Road,CV Raman Nagar,6.8,33.7,No,,No,,No,,118.84,23.3,3.9,4.5
16/5/2026,17:19:28,CNR9483368,Cancelled by Driver,CUST96681,Bike,Shivajinagar,Kalyan Nagar,,,No,,Yes,Customer related issue,No,,,,,
5/5/2026,7:24:44,CNR2184905,Success,CUST20916,Mini,Yeshwanthpur,Varthur,3.6,32.4,No,,No,,No,,209.58,12.9,3.9,3.7
14/5/2026,6:46:05,CNR7887826,Cancelled by Driver,CUST97371,Prime Sedan,Vijayanagar,Peenya,,,No,,Yes,More than permitted people in there,No,,,,,
12/5/2026,19:42:40,CNR4636965,Success,CUST34146,Mini,RT Nagar,Sarjapur Road,10.1,34.7,No,,No,,No,,125.73,12.2,3.7,3.7
19/5/2026,17:42:45,CNR2350890,Incomplete,CUST77228,Bike,Rajajinagar,Hennur,,,No,,No,,Yes,Vehicle Breakdown,,,,
20/5/2026,19:32:52,CNR8710892,Pending,CUST60088,Bike,Wilson Garden,Yelahanka,,,No,,No,,No,,,,,
2/5/2026,15:18:23,CNR9718443,Success,CUST93674,Prime Sedan,Bommanahalli,Domlur,3.7,26.8,No,,No,,No,,349.11,29.1,4,3.5
11/5/2026,21:05:25,CNR8218386,Success,CUST33887,Mini,Sarjapur Road,KR Puram,9.1,57.9,No,,No,,No,,238.64,30,3.7,4.7
19/5/2026,16:28:50,CNR6430008,Cancelled by Driver,CUST48847,eBike,Bommanahalli,Airport Road,,,No,,Yes,The customer was coughing/sick,No,,,,,
